Message_ID,Original_Message,Transmitted_Message,Error_Correction_Applied,Corrected_Message,Encryption_Type,Encrypted_Message,Decrypted_Message,Authentication_Status,Transmission_Time (ms),Error_Rate (%),Throughput (Mbps),Data_Integrity (%),Target
856,Departing Train Maintenance Maintenance Station On-Time,Departing Train Maintenance Maintenance Station On-Time,0,Departing Train Maintenance Maintenance Station On-Time,HybridRSA-Blowfish,gAAAAABnlGiLHcjSOhYXSCsNtihUAXzJOH1Wa9-kP-X1pK3jPVXpQjbfnEyLtL3KNX9-tC6mCNjP38xX4oxSOacdhkbGdU7g5woZlyWKgUhZYpXIe48B_c96yrzelW-my9VJCaljd4PCwbvFf7SoWWdH0_ts6ACqXw==,Departing Train Maintenance Maintenance Station On-Time,Failure,5.4,0.43,53.8,99.57,Not Secure
857,On-Time Arriving Arriving Departing On-Time,On-Time Arriving Arriving Departing On-Time,0,On-Time Arriving Arriving Departing On-Time,RSA,gAAAAABnlGiL8778jWp7e8WfLsMWZKINv1AhcQn5rxhZqG7TiXninsMNQThRlQKPewXKSm-5fK0_LBIDsEorcD4oHQBbBcQtHYpfPCqtyGWUxjKomUwDUhA78LvmXHUt6GLSdQdxh_yD,On-Time Arriving Arriving Departing On-Time,Failure,5.74,1.06,54.5,98.94,Not Secure
858,Departing Departing Station Train On-Time,DepDrting Departing Station Train On-Time,1,Departing Departing Station Train On-Time,HybridRSA-Blowfish,gAAAAABnlGiLlh941eB0uhRZ4SxRyUitw5U3trcsqoatifNBy0ikbNjO_uQ_KHLpyivClmja4AHzH-2Km5LL7X6JtQOvWHTpyGHTG-CFp25d8uhMhvUzmjMWQicP1Exr-1H3pSi76hLM,Departing Departing Station Train On-Time,Success,7.16,1.82,56.67,98.18,Secure
859,On-Time Maintenance Arriving Station Arriving Maintenance Arriving,On-Time Maintenance Arriving Station Arriving Maintenance Arriving,0,On-Time Maintenance Arriving Station Arriving Maintenance Arriving,RSA,gAAAAABnlGiLEthGjYCfvs3KStCzhpj7DwfQ8Vns9s75KQw5P2A8F1_36zsrYmsFNoCpFWjsIipxceLSja5lt5cGF1zTwd4kgyRglij79oIvtLPMrfvq8zPpdHKSXrFPmhkvVsjgBIBruSqgOvlHOqHF9n6UxSyOMo0RDewQqCE8gBKHdBxcgDw=,On-Time Maintenance Arriving Station Arriving Maintenance Arriving,Success,6.15,0.17,52.78,99.83,Secure
860,Train Arriving Train Delays Departing,Train Arriving Train Delays Departing,0,Train Arriving Train Delays Departing,RSA,gAAAAABnlGiLQg4S0PikX1XJS8fn-vWm286SNunPw2XzgdBvz9Y084kINCCiH0WOYJLAOPjMAQBH0c5gsmaTXzGQgUxh6ng4X2ihoQWG1AkYH9DKVgvPBr87bN1780VWZz3u0bpXrvT9,Train Arriving Train Delays Departing,Success,6.08,0.96,50.7,99.04,Secure
861,Departing Train Arriving Maintenance Train On-Time,Departing Train Arriving Maintenance Train On-Time,0,Departing Train Arriving Maintenance Train On-Time,Blowfish,gAAAAABnlGiL6jjcBQLfhmexjv0uF_-6ifdDBNUg4WDWCSrovXC_LjbpNMz4uRyx7XhSoQ1LfXFOv1F3m_7cm2iXnbQ9tcPmpCyzhet2NMS4e5jhIA4MKzmTgO3EBv_crnO1Yo3fBk41rdJ8jKN5CwJV4g1wWC3B2A==,Departing Train Arriving Maintenance Train On-Time,Failure,6.03,1.89,55.61,98.11,Not Secure
862,Train Departing Arriving Departing Departing,Train Departing Arriving Departing Departing,0,Train Departing Arriving Departing Departing,HybridRSA-Blowfish,gAAAAABnlGiLpVsp9-8JXNvJb1yUq-W0Jx1hgv1ZdJ_w2ediIsZ7lZBlYEro-M97udHSIJdKdBYgrUCyu0VkvMhw1e-W0mzECfpQJDDJ-exrz1RZJaWfOoDNdNR0vwQDPwe_GcOlm4Cp,Train Departing Arriving Departing Departing,Success,11.37,0.76,53.34,99.24,Secure
863,Train On-Time Maintenance Arriving Station,Train On-Time Maintenance Arriving Station,0,Train On-Time Maintenance Arriving Station,Blowfish,gAAAAABnlGiLNChv1KPKthX4HzUrskGjHo9dOL6is07usH5YEyeAQ3tnZJ3koLcPGxiDi7kNWF-aMj90YNisvPu4GuQSmLVxTKXvgKT6NY3sXHhhJl3_wMhY3lio7eB8GEzVmKXfsZlf,Train On-Time Maintenance Arriving Station,Failure,14.37,0.33,54.39,99.67,Not Secure
864,Arriving Delays Station Departing,Arriving Delays Station Departing,0,Arriving Delays Station Departing,Blowfish,gAAAAABnlGiLumZGY7W1BR75ZweVzTBLTmCSNUyFUmCr83Lz41H49Z6LwIcaeOwFGOkg7Vl1xnpQ96QV4g9CNZ77Abj78ASoUqIYp-bm21kWAVQfgeGtHloc-uJnNbhreu-yjCUw83DJ,Arriving Delays Station Departing,Failure,8.25,0.89,53.83,99.11,Not Secure
865,On-Time On-Time Arriving Departing Station,On-Time On-Time Arriving DepartingGStation,1,On-Time On-Time Arriving Departing Station,HybridRSA-Blowfish,gAAAAABnlGiLuJAGIvYwrOkP6JQ0wOVROt-rcdjymMXcZpPG6w3SoEYL4Oo3ZQtvO-9LeahoZFnelunpRB-vXL7Z_2qey1jOLYDrkS7IsMxRlltKZwXq5jvX8BZLmuDTmDci1rrDWBm6,On-Time On-Time Arriving Departing Station,Failure,14.71,0.48,53.55,99.52,Not Secure
866,Train Maintenance Delays Station On-Time Maintenance Delays,Train Maintenance Delays Station On-Time Maintenance Delays,0,Train Maintenance Delays Station On-Time Maintenance Delays,HybridRSA-Blowfish,gAAAAABnlGiLGrTuxz-b6PzSn3hnNkdbKoSMqKFoPggxSWHtAKu7aTlkN2ZJ2IREUY-KmrWM7YZLmKNou7VlgCnXXofLT-V29TPCQwLSdnrdDeShrFu6-pS83Ie4j2vYlcmPzPV3sYNeFK2BzFsRa2JqFuTqSut3Pw==,Train Maintenance Delays Station On-Time Maintenance Delays,Failure,11.27,1.57,57.66,98.43,Not Secure
867,On-Time Delays Station Delays,On-Time Delays Station Delays,0,On-Time Delays Station Delays,Blowfish,gAAAAABnlGiLn9477jsu8gvGI_lWmIWZjbiknVG7zmx_dTWyxWdixnrC2soKyyZwqKA8IVN5PMt0LQA28R0fY--48eXJ2TE5cvnHUVUIK6vXgDEbrqDSR9o=,On-Time Delays Station Delays,Failure,10.79,1.2,57.92,98.8,Not Secure
868,Departing Arriving Maintenance Departing Departing,Departing Arriving Maintenance Departing Departing,0,Departing Arriving Maintenance Departing Departing,HybridRSA-Blowfish,gAAAAABnlGiLuL7WCx-8Pejk3yVNMTro9GiWRFf0Z1NADPyz-Hf8pdD7n1thxet7oeLuYRUUqly3r2jR7aSyHw3fpEIDp1X-RBfge0mVXnIh9tFtbPMKINjCgXZK-yb5sc6wAwne2BugolLgcrarkURK2MMAUd-wsQ==,Departing Arriving Maintenance Departing Departing,Failure,14.01,1.43,53.66,98.57,Not Secure
869,Station Delays Arriving Maintenance,Station Delays Arriving Maintenance,0,Station Delays Arriving Maintenance,RSA,gAAAAABnlGiLRX3f7uih5ae1j1mMVpX4JHQE29StWTIhPRbxsrFvGl5Xhizd3etVPD8EI6ya6PJIPYNX5_vagED518w697hXgIOlUtVvgmR1m1qP3Lcy6A8QcgEYXdpZLiHVsIUKsXcp,Station Delays Arriving Maintenance,Failure,13.81,0.83,59.27,99.17,Not Secure
870,Delays Maintenance Train Train Departing,Delays Maintenanct Train Train Departing,1,Delays Maintenance Train Train Departing,RSA,gAAAAABnlGiL9JRzMD_M1vBlmkADXA17sAOTrI7aSI4OzxLC90KtJDA6PNGWiLDaPOdgP7ovSvgXz-LCZd-94WNh4F29sA1RNXUEHAH7oUu7_2MDEFfcYVz9DSSQ0RSteYMgWWb8HYOl,Delays Maintenance Train Train Departing,Failure,7.56,1.8,58.26,98.2,Not Secure
871,Station Train Arriving On-Time On-Time On-Time Arriving,Station Train Arriving On-Time On-Time On-Time Arriving,0,Station Train Arriving On-Time On-Time On-Time Arriving,Blowfish,gAAAAABnlGiLvO-nlRZooB3sZN_wNWq_YLbyCxKTOwbg1sD6xtRVcj2oosFGJeyuLPMap8O6fzBE00verwe8E8AAiouFHujby_j6UuJs6mH6yLp_r2fTWNlE06YGMie1ADc09IWZIsvHze3n--ht9jYujV-dwuwd0g==,Station Train Arriving On-Time On-Time On-Time Arriving,Failure,12.07,1.92,51.39,98.08,Not Secure
872,Departing Train Station Delays Delays Arriving On-Time,Departing Train Station Delays Delays Arriving On-Time,0,Departing Train Station Delays Delays Arriving On-Time,HybridRSA-Blowfish,gAAAAABnlGiLzdW3MY7CNglb3WCnyjh_EFB3CIEP9LVfHGneQ1oDU-RdQPQYYorp03b3Ya5gsnaYM9EKpvY8BlV7DTfpUy9M6U6tTHvyGkI2S-tCBVuR4nEz7uz-uz4lKOPGaZ89MSFFtuaCouelHrna3R4xEzqwnA==,Departing Train Station Delays Delays Arriving On-Time,Success,10.69,0.72,56.45,99.28,Secure
873,Train Departing Station Train Station,Train Departing Station Train Station,0,Train Departing Station Train Station,HybridRSA-Blowfish,gAAAAABnlGiLerc-cngAdByE4iP2uinbIZtY0_kBw52m0B7dFPuA6fB7i1bOJ6RpkryuSUU4Bmy60e6WzI7XLzs20NCXPaMxEEJP5t1KPES7z04nCU5iZXIGUWSa3Ma8wX_VVGD4ici0,Train Departing Station Train Station,Success,10.33,1.33,57.93,98.67,Secure
874,Train Train Maintenance Delays Departing Train Delays,Train Train Maintenance Delays Departing Train Delays,0,Train Train Maintenance Delays Departing Train Delays,Blowfish,gAAAAABnlGiLnY2ffYOyQA2BSo5awKDQQYxq1z5z-TAMadypwJLrRFSpjGnb15ByAeNRqz8aQyQNs-tFd9l9Qij3raWQWaaVyO8WN9gEyNPXWvmyIPhBi4mbXTWJ5FBWtee1Ve2EnSZu3H4p7IN6eZngfcdaEkRfDQ==,Train Train Maintenance Delays Departing Train Delays,Failure,11.88,1.54,51.98,98.46,Not Secure
875,On-Time Train Departing Delays Maintenance Arriving,On-Time Train Departing Delays Maintenance Arriving,0,On-Time Train Departing Delays Maintenance Arriving,Blowfish,gAAAAABnlGiLH5nb2DiV-p4uHzEkV6sBbyD4F1Pkinfr0h5DheF5TMvahivI2D5cFlI5Jb8UZQuzDoIt-_ZGCYrHu0k2aHFiAJt64aOLzpnjvGdV_9jAqai4IU67eLAOInUp27brJ0RGJ3Zbe2sZrovOUZB7tz_M5g==,On-Time Train Departing Delays Maintenance Arriving,Failure,6.92,1.35,55.19,98.65,Not Secure
876,Train Station Arriving Delays Arriving Train,Train Station Arriving Delays Arriving Train,0,Train Station Arriving Delays Arriving Train,Blowfish,gAAAAABnlGiL6jDsDKkN73nGPlOjsQ7XzvOXI8gM1WgH8WJIyv9nLGUwNf3ah4bbXxIk5GVuTo14o6aPg6wQc4-YzXkf6dGne_jN1B0iwxobmRMYjmxoHReCKs6poE8giOoz0Nol5xUS,Train Station Arriving Delays Arriving Train,Success,7.98,1.28,58.88,98.72,Secure
877,On-Time On-Time On-Time Maintenance,On-Time On-Time On-Time Mlintenance,1,On-Time On-Time On-Time Maintenance,RSA,gAAAAABnlGiLuP5cNb8SHqkdUzwt7cruKPUAYG7FKxRGIPTYYweyikJ4kj9NpCnsvvxzczEE1vWU0JzRA0jVX2IOrjSmktcqZgMci_Bb6UkeOEws8gAIhJ1Eubfd-NH3_nRwnh2wYjjR,On-Time On-Time On-Time Maintenance,Failure,10.53,0.01,53.19,99.99,Not Secure
878,Train Delays On-Time On-Time On-Time,Train Delays On-Time On-Time On-Time,0,Train Delays On-Time On-Time On-Time,RSA,gAAAAABnlGiLe1u-IK4JAsKC3d0R3XS-RrmcbaCAV6R8bTOBIrsT5v-vrCTheE3UPb-jEr2J6qTCrYCuLNv-fDReN0HuaiXEnn9qwrpj6dbhfX0DcwLPzkvlPOmKO31_MICsaF2YUch7,Train Delays On-Time On-Time On-Time,Success,8.48,0.8,57.04,99.2,Secure
879,Train Arriving Maintenance Departing Arriving,Train Arriving Maintenance Departing Aruiving,1,Train Arriving Maintenance Departing Arriving,RSA,gAAAAABnlGiLIpgzanva414TG9DkTmgwaLoDTHrBiVPmDh-iRBmGkriS7Wgj93fUvv11BfA6DgxgoPoRjTGBcZjHjocC3u1GY0_TJTJMqzJIKWCaVwpI4lGO13yPTTinPAoH5_koop7_,Train Arriving Maintenance Departing Arriving,Failure,11.4,1.18,58.12,98.82,Not Secure
880,Train Station On-Time On-Time,Train Station On-Time On-Hime,1,Train Station On-Time On-Time,Blowfish,gAAAAABnlGiLV4mc3t-e3CWGeQ92guLXrHEZHQk36xU3XL26b5D239Aaf21Vb8cTd1vdPV1VYjeGfhzQLPkKHgA86bZ7PGK2UE4SKiIuNqkbZnTuHDJlO_E=,Train Station On-Time On-Time,Success,8.26,0.1,55.22,99.9,Secure
881,Arriving Station Arriving Delays,Arriving Station Arriving Delays,0,Arriving Station Arriving Delays,Blowfish,gAAAAABnlGiLg3nBa5gUVlzUXKhhNTotLkNMq8xzxEsqaBzTCUGauWLkZLxwtgMDMQmepWtSvCnQ2Mn9w2tm4oGJJGpGfVwfofOGz8IyQ5XFY2f-p-eB-KBT5lrfhc_9CsVobrGxpmff,Arriving Station Arriving Delays,Success,8.97,0.78,50.62,99.22,Secure
882,Maintenance Train Departing Departing,Maintenance Tjain Departing Departing,1,Maintenance Train Departing Departing,HybridRSA-Blowfish,gAAAAABnlGiLs8EmOiY-KN7jjnfK61lkkuwXh4IUs6sBNpnm6UE7vUoBnIqIj-oTVpXxdLNxVLAEJL4dawOgwoSGwVws_X0EA1Guf-eli5tjT2iLeR0OcERmpYj9pRlj5P8bnQDcvHLb,Maintenance Train Departing Departing,Success,14.21,0.71,58.41,99.29,Secure
883,Departing Arriving Arriving Delays Station On-Time,Departing Arriving Arriving Delays Station On-Time,0,Departing Arriving Arriving Delays Station On-Time,RSA,gAAAAABnlGiL1TxfdPgDubxFiNbzKJFhhtHZkLcBLdzYpzCQf--AxEasrEHW9zQ3RHRrKEpfqR4oqmCcVSUf1UrsSzcNzqMDt5oRdsJ6L2t06a0VehY_AYaubsvv1rrerWPS_HlV0zEH6f0wDJAwV8ZlxlviSBP4Cw==,Departing Arriving Arriving Delays Station On-Time,Failure,10.57,0.42,54.21,99.58,Not Secure
884,On-Time On-Time Station Maintenance,On-Time On-Time Station Maintenance,0,On-Time On-Time Station Maintenance,HybridRSA-Blowfish,gAAAAABnlGiLxSlFX0H5pzR7RH7aH1_0HkTdO1k5ZGht-PIBx1zGUZVBYKBit-LcD8NQj48Q959K7kRs-1dKP2CB9IpjGzapDYTjrOVvY4JqC11UpMjznkJ_WjThF3WkiG8eFUJpkfzy,On-Time On-Time Station Maintenance,Success,9.03,0.56,56.96,99.44,Secure
885,Departing Train Maintenance Delays,Departing Train Maintenance Delacs,1,Departing Train Maintenance Delays,HybridRSA-Blowfish,gAAAAABnlGiLnm2NKqV80Fko946EdWkHIJlQaaY6pCMRFoXW0CGJRAay5QnpZ3Nt91Sq4l70Woc5Ty3i31uIjgysWtDUMn-WAJc5XHH9ds1bDLXDZeubqtU-oR1qxSFaHKxakksCY5Gh,Departing Train Maintenance Delays,Failure,12.87,1.8,56.86,98.2,Not Secure
886,Delays On-Time Departing Arriving Departing Maintenance Train,Delays On-Time Departing Arriving Departing Maintenance Train,0,Delays On-Time Departing Arriving Departing Maintenance Train,Blowfish,gAAAAABnlGiLE_0verMCQy6Zd05yiGKFfygxfhMOSYCNkFGIarrvnzAQiFmCoptNW3R_j5jlN3lpY00r3RaFvk7guhawpJyr0E4xLBBjAAjORKmd5Lj5ZItXcrI0Zj63Kq0ZGYdS6dQ35ExK0wOqOJHhxeUM-prKIw==,Delays On-Time Departing Arriving Departing Maintenance Train,Failure,7.76,1.92,58.78,98.08,Not Secure
887,Maintenance On-Time Train Maintenance Station On-Time Station,Maintenance On-Time Train Maintenance Station On-Time Station,0,Maintenance On-Time Train Maintenance Station On-Time Station,Blowfish,gAAAAABnlGiL1cSgBgu8oX3KxjoTqgYV70NfWT6VZRj0aafqPiSdIQteQ-BjAvnI7aLhkJ177Gu9WwbuLCEy-hM9wBRZup5uzN9vi1ico9FIh4YJBQI0jVmiw4CSTcWJG1oBSn2tWBqNmiAN0KOzEei2tCO9eov9_Q==,Maintenance On-Time Train Maintenance Station On-Time Station,Failure,10.17,0.25,51.93,99.75,Not Secure
888,Station Delays Train Train On-Time,Station Delays Train Train On-Time,0,Station Delays Train Train On-Time,HybridRSA-Blowfish,gAAAAABnlGiL63ISkaX-tIFcDwHM6QMsZ-bq784WLDRqgphsKDf_32iofHS88biZrcNx_1D9W9MFUTvuu8T1Jd-E0ohfcafGND-NdHOakagLAIBaeUVYuQFpTHZq6Tv2EfirxLgXiIiW,Station Delays Train Train On-Time,Failure,8.24,0.99,55.33,99.01,Not Secure
889,Train Station Station Station,Train Station Station Station,0,Train Station Station Station,Blowfish,gAAAAABnlGiL_OUTvkkRtUwf_x7GhnQ0IpjejGr2feceCulUyZR4Il2s2dyrTnKU6pxIy2x6G6X9Lde9mnB2CHibdk_P03hS7RlTvXfR_OsVnw0VsDWBPyo=,Train Station Station Station,Failure,14.55,1.77,59.11,98.23,Not Secure
890,Departing Train Station Station Delays,Departing Train Station Station Delays,0,Departing Train Station Station Delays,Blowfish,gAAAAABnlGiLf6X_cbAa3FM9U-DUOvQNEm2VxmC27_NKqMCGl01CaYrpxMcFlMrgqUbLEu3UxBHoxN38z-9QXz_-MhOm5Y1wz7CemKfbIpLqpeJrfqE7LnUA3lKmEtziJ4L6v0NO8swU,Departing Train Station Station Delays,Success,9.34,0.33,52.83,99.67,Secure
891,Maintenance Station Train Departing Maintenance Arriving Train,Maintenance Station Train Departing Maintenance Arriving Train,0,Maintenance Station Train Departing Maintenance Arriving Train,HybridRSA-Blowfish,gAAAAABnlGiLqXr5DSSNov7Gq0BACvqo34sLfQENBisywFvmSuf7gxgohaIYMC1VdoaT7gfJin9RjeNh0x4Cvhig_WpeBaFL8wdkO88BXUhhu8Y9KI55EorHzdyC6uAM5zsDx7nSJAY9K9g_VvRkiG8Kbtu48CQiSg==,Maintenance Station Train Departing Maintenance Arriving Train,Success,14.69,1.05,53.8,98.95,Secure
892,Train Maintenance Departing On-Time Departing,Train Maintenance Departing On-Timp Departing,1,Train Maintenance Departing On-Time Departing,Blowfish,gAAAAABnlGiLc7bOCFurRflS9L9GxGD5Qp8IlnDYqycVOFQM3ksvVtzQL2m8pKZAHyCtG8ALzg8D6JDXaslC7rshUzuDuspFgAKeGB1DXG3YzYex0-50jCMkWfWc_AFvB_UY0rCiFjEm,Train Maintenance Departing On-Time Departing,Success,7.13,0.51,53.55,99.49,Secure
893,Arriving Train Departing Departing,Arriving Train Departing Departing,0,Arriving Train Departing Departing,HybridRSA-Blowfish,gAAAAABnlGiLTCOOUyIwnIJvSxg20qF8mvJHDFeb-siXM7UYH4aVgC1ANUuGVt8RhPR4SHlen6PXfE7BRe4_iw1CzFj0kf4VMzCZEqnRKlR2D64HtwoLmPwpKqpY2pGIsvM4GyV9_TZI,Arriving Train Departing Departing,Success,9.34,0.56,57.04,99.44,Secure
894,Train Station Maintenance Departing Maintenance Maintenance,Train Station Maintenance Departing Maintenance Maintenance,0,Train Station Maintenance Departing Maintenance Maintenance,HybridRSA-Blowfish,gAAAAABnlGiLy9NTboF9SHkpLpKD-wGZR74BIDcR7UVxYYd1lWHQetksJwhn6ss-2PEjvrUYErE6NTDMrUijNtdqXYKDKkazc53VGmvwImf_BxaSZsh-6GRLRHIh1ypcPmhX49WZ33lZ9xkaNbP7QxgxLKbRnecIjA==,Train Station Maintenance Departing Maintenance Maintenance,Success,5.64,1.51,59.01,98.49,Secure
895,On-Time Delays Station Train,On-Time Delays Station Train,0,On-Time Delays Station Train,Blowfish,gAAAAABnlGiLvZmYEV-uIPsxjTEvExA6NTuCwwbl61LnuNFEo2ycOp2LeaFlQGbePIhqRLjWKXYF9hPgwuNJ509PbnC3y0sBcmxyY0KyOccEGySJ2g0amBg=,On-Time Delays Station Train,Success,11.21,1.6,53.12,98.4,Secure
896,Delays Train Delays On-Time On-Time,Delays Train Delays On-Time On-Time,0,Delays Train Delays On-Time On-Time,HybridRSA-Blowfish,gAAAAABnlGiLSS3BOmVMmsqdXG2sWNqM_Mg1v58vjQtVcaGdCqtDNZEpBmrEPbvJRcER1Y5YNYMHq1YahI0FMCQf5nx5b45QqfcyMFnNHknTdZpW-e5sCxpZnHLMc71lqkVbC5fETUqG,Delays Train Delays On-Time On-Time,Failure,6.84,0.22,59.61,99.78,Not Secure
897,Delays Station Station Delays Delays Maintenance,Delays Station Station Delays Delays Maintenance,0,Delays Station Station Delays Delays Maintenance,Blowfish,gAAAAABnlGiLxIL3BuuZ2RhQ6v6CufgEIv3LkgHIifAF-mvTv2zNKoiFOZqyzTwgEFYI7bAQpQK3_SzQt7zSVS4Na-LoeY5Hk3kFFM3McNjMB90wgWKssJZaiRijp1-kb8IVnuHiTf3tWY_INWib2dlRS8E70s2zXQ==,Delays Station Station Delays Delays Maintenance,Success,5.61,1.01,54.83,98.99,Secure
898,Departing On-Time Train Departing,Departing On-Time Train Departing,0,Departing On-Time Train Departing,HybridRSA-Blowfish,gAAAAABnlGiLWtTxqcjZ8GUPpnAcnhC5CeOKSOOwNj6lGDVJ9GNJe1XtAxwMwDLCCUWl3x7v3gfGyR3AL9OLPJBUguPINgz5IO-bQOpaeR8-yDzoiHEazRlo107u3pZWFeL2Eaj4ckGy,Departing On-Time Train Departing,Success,7.16,1.8,52.62,98.2,Secure
899,Station Station Station Station Delays,Station Station Station Station Delays,0,Station Station Station Station Delays,RSA,gAAAAABnlGiLxFd7l6p6L0nrL05XG57jgRG6j6i6V-d2fWZHcor4ZUVAj6M7mWcWds2hX5q_HLyvLR7vWK0oRpESCCT20WgPgXNjyLj19BLIoc_LtLgCHmqUOjqlPF_YV9aGrvyJlZq_,Station Station Station Station Delays,Failure,8.36,1.16,55.69,98.84,Not Secure
900,Departing Train Departing On-Time Arriving,Departing Train Departing On-Time Arriving,0,Departing Train Departing On-Time Arriving,HybridRSA-Blowfish,gAAAAABnlGiLAKnslpoWuXpNOCmAhByWMvBxJ2ZxidcWI_iOEhVcVD_gQatWuom85lzFxgmpR6QXQKufQIsTHM25Uc-1h6pAmaHuh_r0Cc_IQSJoDxUp8FymhEnlV1AsJQfPWKLzy_sZ,Departing Train Departing On-Time Arriving,Failure,8.54,1.38,50.04,98.62,Not Secure
901,Delays Departing Station Station,Delays Departing Station Rtation,1,Delays Departing Station Station,RSA,gAAAAABnlGiLia_-DDlIi_RTEpsklqPcURd-hTxONJ6JK2Mn5em2ePy6ycdnKGxfR6juXKW34xPTzmzRjdYyRXwqunWw1w8TJLkqNyfcZK3hTAy44KyRJTCxBnpIuiUlV6pjjbIkoiOr,Delays Departing Station Station,Success,5.26,1.6,57.97,98.4,Secure
902,Delays Station Delays On-Time Maintenance Station On-Time,Delays Station Delays On-Time Maintenance Station On-Time,0,Delays Station Delays On-Time Maintenance Station On-Time,RSA,gAAAAABnlGiLCjg57XM9z9Hb2XdnF1ongbL5sMmFJ9Nht6BtnIxpO0Fdk6Uhj7oTwIWWnb-_dZsNXpZmCkxiTBDnB18jMheZ_v_CepQoatFy7-wwxc0tysdz7vzTFs7_uJYQ6cfypUewJak-ErPg6PyY-6PfCAmD-Q==,Delays Station Delays On-Time Maintenance Station On-Time,Failure,6.3,0.53,55.79,99.47,Not Secure
903,Delays Train Station On-Time Departing,Delays Train Station On-Time Departing,0,Delays Train Station On-Time Departing,Blowfish,gAAAAABnlGiLg-SrgF3XoHBcONUzxkI37ndQacnVhzsKUr2cFb1EIWHFtKxeqEhy1gSXeiJ6fqBL0sTDGbKN5p2nNZbPmC2HhQIGakCL_6P1XWK6SdbAmOsw0ulrepDuvBzyoiZGtGuH,Delays Train Station On-Time Departing,Failure,8.96,1.45,59.67,98.55,Not Secure
904,Departing Departing Train Departing Station Station Departing,Departing Departing Train Departing Station Station Departing,0,Departing Departing Train Departing Station Station Departing,RSA,gAAAAABnlGiLNZlhE7U1MKDEEspb9mDqnmmqKKR_BsGH-ALMnKdd43bJgbhk326E-LlAhl0tD5vr06jDv8eJSZcG6Iz0PGpslvYLmW2Z4qERw8p0HwCdDytmzaomFXAzo9sJnMfvtVASpzxVCAuFcfUByx0e6WHpNw==,Departing Departing Train Departing Station Station Departing,Failure,5.05,0.46,58.23,99.54,Not Secure
905,Departing Station Train Arriving Delays,Departing Station Train Arriving Delays,0,Departing Station Train Arriving Delays,Blowfish,gAAAAABnlGiLaw5jR5pMH33jqyyeBBB4D5405YCtWC1Ocvme0wXhM8Tn9_fLY9GHChiXfFtjuW3TjuItO5GFlqgv2El6uKbjjRVZzzpdxDWgwnbtjy69WTOIOInfwlzJHfSb6-kJKu7Z,Departing Station Train Arriving Delays,Failure,5.38,0.73,53.25,99.27,Not Secure
906,Maintenance Arriving Arriving Train,Maintenance Arriving Arriving Train,0,Maintenance Arriving Arriving Train,RSA,gAAAAABnlGiLZhXyXp-RO7ReEakjdIS3JeCje5JLIFhtmF9sHRgzuqIHIndkJxibqbuh16RFhPllm-KNgHKptfVkjGyzKAWkrA0KBo6W9lxFRHbwZ0VFD1BNbT83rfyjKj-SFGJoXwxF,Maintenance Arriving Arriving Train,Failure,9.46,0.03,58.88,99.97,Not Secure
907,Station On-Time Train Arriving,Station On-Time Train Arriving,0,Station On-Time Train Arriving,RSA,gAAAAABnlGiL4H-2KWRQxicjo8LZl_9o8Uhbq5Hql6x90Fzt3R2J1UtsMdq89Gb0O3ug8EQbR8A_E29TOBC9XOnXI70VAHOkNu8zMrIANyZzRVI4_SUcREk=,Station On-Time Train Arriving,Failure,5.03,0.74,51.44,99.26,Not Secure
908,On-Time Arriving Station Station Arriving,On-Time Arriving Station Station Arriving,0,On-Time Arriving Station Station Arriving,HybridRSA-Blowfish,gAAAAABnlGiLaGwIbogFUugyEZ9T9U-NqT0ZAF10qIQA08T-4dImEz45QfolCQXe5-TWthie4KdzGLyqJqYTRotn5XfiH53LxG5Gt_PFGsQmAdLF8Qy-LTd9Imcu7aHzhrZcQ0OsOn9X,On-Time Arriving Station Station Arriving,Success,14.85,1.73,58.39,98.27,Secure
909,Arriving On-Time On-Time Train Arriving,Arriving On-Time On-Time Train Arriving,0,Arriving On-Time On-Time Train Arriving,HybridRSA-Blowfish,gAAAAABnlGiLIuOuYnXuPc9wJyXkwxri_i4qF7Pow5sw7RPQkvXrSo82cHRXn9GIAIZY70EGxjzdbOtCCk6n7RmKWu32HT3jj_9vMM4QdT_4WvBv_maewMAsvU9MzBIy99MrRJJOEAzl,Arriving On-Time On-Time Train Arriving,Success,14.83,1.56,56.36,98.44,Secure
910,Departing Arriving Station Station Maintenance Arriving Station,Departing Arriving Station Station Maintenance Arriving Station,0,Departing Arriving Station Station Maintenance Arriving Station,HybridRSA-Blowfish,gAAAAABnlGiLm5L6av_W_StxBcXugB7UllolzLaZdRjySMm86DlB8Td7LHwns-085tbC6MMa4AhffMfKGTWp8U4pwXfnDuEK_A-Px-5XUY4dZYZw4lbfgfNmO6SWHyacVgGz6qjzUoKhQPE1l9DSnkD8N56dsYYVcQ==,Departing Arriving Station Station Maintenance Arriving Station,Success,9.89,0.52,51.06,99.48,Secure
911,Departing Arriving Delays Train,Departing Arriving Delays Train,0,Departing Arriving Delays Train,HybridRSA-Blowfish,gAAAAABnlGiLej-yE99pD5FaclJehjXYjlgN3d8dL0iPjFs6JGmRDo2Fztq69Fn8qiWSY5LqbXiH6tL_m4PLN1rygQDeuuvOzPsIj3Rrrk5PhDe2UKJzoQ8=,Departing Arriving Delays Train,Failure,8.74,0.66,54.73,99.34,Not Secure
